action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,rannum,action_type_int,combined_shot_type_int,shot_type_int,shot_zone_are_int,shot_zone_basic_int,shot_zone_range_int,opponent_int,time_remaining_period,game_time,log_lat,log_shot_distance,log_loc_y,season,Obs,shot_not_made_probability,shot_made_probability,_INTO_
Jump Shot,Jump Shot,564,40800315,33.7673,0,277,-118.2698,0,4,1,2,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/27/2009,LAL vs. DEN,DEN,28877,14702,67,97.65,28876,26,4,2,2,1,2,8,2,2878,3.5194928786,3.2958739024,5.7745515455,2008,24174,0.7037067061,0.2962932939,0
Jump Shot,Jump Shot,69,40800316,33.9663,58,78,-118.2118,4,1,1,44,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28879,15496,73,95.16,28878,26,4,1,6,3,3,8,284,436,3.5253688566,2.1973356823,4.8121843554,2008,24176,0.4698129126,0.5301870874,1
Jump Shot,Jump Shot,82,40800316,33.9783,47,66,-118.2228,2,1,1,0,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28881,15496,73,95.16,28880,26,4,1,6,3,3,8,120,600,3.5257220856,2.0795665339,4.7095302013,2008,24178,0.4990934246,0.5009065754,1
Jump Shot,Jump Shot,209,40800316,34.0333,-209,11,-118.4788,1,2,1,4,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28885,15496,73,95.16,28882,26,4,1,4,5,1,8,64,1376,3.5273394571,2.9957822723,4.0253516907,2008,24180,0.5739868689,0.4260131311,0
Jump Shot,Jump Shot,224,40800316,34.0143,231,30,-118.0388,0,2,1,4,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28887,15496,73,95.16,28884,26,4,2,6,7,2,8,4,1436,3.5267810244,3.1355376932,4.3174881135,2008,24182,0.5889378391,0.4110621609,0
Jump Shot,Jump Shot,250,40800316,33.9323,59,112,-118.2108,10,3,1,0,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28889,15496,73,95.16,28886,26,4,1,2,3,3,8,600,1560,3.5243673631,2.4849899796,5.0562458053,2008,24184,0.4801129987,0.5198870013,1
Turnaround Jump Sho,Jump Shot,290,40800316,33.8773,43,167,-118.2268,5,3,1,28,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28891,15496,73,95.16,28888,55,4,1,2,5,1,8,328,1832,3.5227451736,2.8332721659,5.3565862747,2008,24186,0.4746696122,0.5253303878,1
Jump Shot,Jump Shot,307,40800316,33.8693,28,175,-118.2418,4,3,1,2,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28893,15496,73,95.16,28890,26,4,1,2,5,1,8,242,1918,3.5225089994,2.8332721659,5.3936275464,2008,24188,0.5466559937,0.4533440063,0
Driving Dunk Shot,Dunk,391,40800316,34.0443,0,0,-118.2698,8,4,1,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28895,15496,73,95.16,28892,5,2,1,2,6,5,8,481,2399,3.5276626177,-6.907755279,3.8066624898,2008,24190,0.3233470184,0.6766529816,1
Jump Shot,Jump Shot,399,40800316,33.9503,233,94,-118.0368,6,4,1,14,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,5/29/2009,LAL @ DEN,DEN,28897,15496,73,95.16,28894,26,4,2,5,1,2,8,374,2506,3.5248976905,3.2189158241,4.9344739331,2008,24192,0.5542633332,0.4457366668,0
Jump Shot,Jump Shot,16,40800401,34.0413,-168,3,-118.4378,9,1,1,8,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28899,14186,71,95.49,28898,26,4,1,4,5,1,23,548,172,3.5275744933,2.7726512203,3.8712010109,2008,24194,0.5492798649,0.4507201351,0
Jump Shot,Jump Shot,34,40800401,33.8913,-52,153,-118.3218,7,1,1,42,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28901,14186,71,95.49,28900,26,4,1,3,5,1,23,462,258,3.5231583443,2.7726512203,5.2882670307,2008,24196,0.515322095,0.484677905,0
Jump Shot,Jump Shot,45,40800401,33.9613,-4,83,-118.2738,6,1,1,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28903,14186,71,95.49,28902,26,4,1,2,3,3,23,361,359,3.525221641,2.0795665339,4.8520302639,2008,24198,0.4910912201,0.5089087799,1
Layup Shot,Layup,118,40800401,34.0443,0,0,-118.2698,0,1,1,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28906,14186,71,95.49,28904,27,5,1,2,6,5,23,0,720,3.5276626177,-6.907755279,3.8066624898,2008,24200,0.3217025345,0.6782974655,1
Jump Shot,Jump Shot,175,40800401,33.9503,110,94,-118.1598,5,2,1,22,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28909,14186,71,95.49,28906,26,4,1,6,5,3,23,322,1118,3.5248976905,2.6391287556,4.9344739331,2008,24202,0.4929494037,0.5070505963,1
Turnaround Fadeaway,Jump Shot,200,40800401,33.9553,-8,89,-118.2778,3,2,1,30,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28911,14186,71,95.49,28908,52,4,1,2,3,3,23,210,1230,3.5250449537,2.0795665339,4.8978398,2008,24204,0.4416018667,0.5583981333,1
Jump Shot,Jump Shot,212,40800401,34.0273,187,17,-118.0828,1,2,1,56,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28913,14186,71,95.49,28910,26,4,1,6,5,1,23,116,1324,3.5271631436,2.8904273119,4.127134385,2008,24206,0.529656984,0.470343016,0
Driving Layup Shot,Layup,234,40800401,34.0443,0,0,-118.2698,0,2,1,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28915,14186,71,95.49,28912,12,5,1,2,6,5,23,4,1436,3.5276626177,-6.907755279,3.8066624898,2008,24208,0.3433635696,0.6566364304,1
Fadeaway Jump Shot,Jump Shot,243,40800401,34.0323,110,12,-118.1598,11,3,1,15,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28917,14186,71,95.49,28914,17,4,1,6,5,3,23,675,1485,3.5273100737,2.3979861778,4.0430512678,2008,24210,0.5051181233,0.4948818767,0
Jump Shot,Jump Shot,310,40800401,33.9363,105,108,-118.1648,4,3,1,59,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28921,14186,71,95.49,28916,26,4,1,6,5,3,23,299,1861,3.524485238,2.7081168655,5.0304379214,2008,24212,0.4803350682,0.5196649318,1
Running Jump Shot,Jump Shot,324,40800401,33.8723,17,172,-118.2528,3,3,1,55,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28923,14186,71,95.49,28918,41,4,1,2,5,1,23,235,1925,3.5225975712,2.8332721659,5.3798973535,2008,24214,0.5013212577,0.4986787423,0
Jump Shot,Jump Shot,353,40800401,33.8613,-93,183,-118.3628,1,3,1,16,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28925,14186,71,95.49,28920,26,4,1,3,5,1,23,76,2084,3.5222727694,2.9957822723,5.429345629,2008,24216,0.5677523258,0.4322476742,0
Jump Shot,Jump Shot,430,40800401,33.9343,-100,110,-118.3698,6,4,1,48,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28927,14186,71,95.49,28922,26,4,1,4,5,3,23,408,2472,3.5244263023,2.6391287556,5.0434251169,2008,24218,0.4854621711,0.5145378289,1
Jump Shot,Jump Shot,471,40800401,33.9153,-23,129,-118.2928,2,4,1,54,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/4/2009,LAL vs. ORL,ORL,28930,14186,71,95.49,28924,26,4,1,2,3,3,23,174,2706,3.52386624,2.5650262776,5.1590552992,2008,24220,0.4960256786,0.5039743214,1
Jump Shot,Jump Shot,4,40800402,33.8603,92,184,-118.1778,11,1,1,32,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28932,13145,69,94.31,28931,26,4,1,5,5,1,23,692,28,3.5222432367,2.9957822723,5.4337220036,2008,24222,0.5356301166,0.4643698834,0
Jump Shot,Jump Shot,68,40800402,33.8803,132,164,-118.1378,4,1,1,36,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28934,13145,69,94.31,28933,26,4,1,5,5,1,23,276,444,3.5228337245,3.0445700556,5.342334252,2008,24224,0.5530678204,0.4469321796,0
Pullup Jump shot,Jump Shot,243,40800402,33.8913,20,153,-118.2498,9,3,1,53,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28938,13145,69,94.31,28935,29,4,1,2,5,3,23,593,1567,3.5231583443,2.7081168655,5.2882670307,2008,24226,0.4933287521,0.5066712479,1
Jump Shot,Jump Shot,254,40800402,33.8383,54,206,-118.2158,8,3,1,48,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28940,13145,69,94.31,28937,26,4,1,2,5,1,23,528,1632,3.5215932971,3.0445700556,5.5254529391,2008,24228,0.5488777796,0.4511222204,0
Jump Shot,Jump Shot,293,40800402,33.9963,-54,48,-118.3238,4,3,1,7,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28942,13145,69,94.31,28939,26,4,1,2,3,5,23,247,1913,3.5262516952,1.946052996,4.5325994932,2008,24230,0.4988783375,0.5011216625,1
Jump Shot,Jump Shot,334,40800402,33.8683,-7,176,-118.2768,1,3,1,20,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28944,13145,69,94.31,28941,26,4,1,2,5,1,23,80,2080,3.5224794737,2.8332721659,5.3981627015,2008,24232,0.5768805197,0.4231194803,0
Pullup Jump shot,Jump Shot,396,40800402,33.9613,-146,83,-118.4158,7,4,1,9,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28947,13145,69,94.31,28943,29,4,1,4,5,1,23,429,2451,3.525221641,2.7726512203,4.8520302639,2008,24234,0.5406843262,0.4593156738,0
Fadeaway Jump Shot,Jump Shot,459,40800402,34.0353,119,9,-118.1508,1,4,1,55,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28949,13145,69,94.31,28945,17,4,1,6,5,3,23,115,2765,3.5273982213,2.3979861778,3.9889840466,2008,24236,0.5449596182,0.4550403818,0
Jump Shot,Jump Shot,484,40800402,33.8273,-13,217,-118.2828,4,5,1,13,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/7/2009,LAL vs. ORL,ORL,28952,13145,69,94.31,28947,26,4,1,2,5,1,23,253,3347,3.5212681688,3.0445700556,5.5683445038,2008,24238,0.5888627746,0.4111372254,0
Jump Shot,Jump Shot,42,40800403,33.9503,-122,94,-118.3918,5,1,1,41,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28954,15423,72,95.14,28953,26,4,1,4,5,3,23,341,379,3.5248976905,2.7081168655,4.9344739331,2008,24240,0.4831517094,0.5168482906,1
Jump Shot,Jump Shot,55,40800403,33.9123,119,132,-118.1508,4,1,1,42,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28956,15423,72,95.14,28955,26,4,1,5,5,1,23,282,438,3.5237777804,2.8332721659,5.1761497326,2008,24242,0.5055504294,0.4944495706,0
Jump Shot,Jump Shot,77,40800403,33.9803,159,64,-118.1108,2,1,1,0,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28959,15423,72,95.14,28957,26,4,1,6,5,1,23,120,600,3.5257809449,2.8332721659,4.6913478822,2008,24244,0.5281793664,0.4718206336,0
Layup Shot,Layup,89,40800403,34.0443,0,0,-118.2698,0,1,1,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28961,15423,72,95.14,28959,27,5,1,2,6,5,23,34,686,3.5276626177,-6.907755279,3.8066624898,2008,24246,0.2971544494,0.7028455506,1
Jump Shot,Jump Shot,143,40800403,33.9993,-232,45,-118.5018,6,2,1,55,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28964,15423,72,95.14,28961,26,4,2,4,4,2,23,415,1025,3.5263399362,3.1355376932,4.4998096703,2008,24248,0.5482048395,0.4517951605,0
Jump Shot,Jump Shot,196,40800403,33.9843,89,60,-118.1808,0,2,1,53,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28966,15423,72,95.14,28963,26,4,1,6,5,3,23,53,1387,3.5258986533,2.302685088,4.6539603502,2008,24250,0.4782350535,0.5217649465,1
Jump Shot,Jump Shot,210,40800403,33.9963,-125,48,-118.3948,0,2,1,2,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28968,15423,72,95.14,28965,26,4,1,4,5,3,23,2,1438,3.5262516952,2.5650262776,4.5325994932,2008,24252,0.5225162211,0.4774837789,0
Fadeaway Jump Shot,Jump Shot,268,40800403,33.9503,154,94,-118.1158,5,3,1,55,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28970,15423,72,95.14,28967,17,4,1,6,5,1,23,355,1805,3.5248976905,2.8904273119,4.9344739331,2008,24254,0.5047657592,0.4952342408,0
Jump Shot,Jump Shot,339,40800403,33.8173,160,227,-118.1098,0,3,1,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28972,15423,72,95.14,28969,26,4,2,5,1,2,23,1,2159,3.5209725059,3.2958739024,5.6058020663,2008,24256,0.6189800274,0.3810199726,0
Jump Shot,Jump Shot,433,40800403,33.8503,-177,194,-118.4468,2,4,1,2,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28975,15423,72,95.14,28971,26,4,2,3,1,2,23,122,2758,3.5219478619,3.2581349988,5.4764635519,2008,24258,0.6113077846,0.3886922154,0
Jump Shot,Jump Shot,471,40800403,33.7763,36,268,-118.2338,0,4,1,6,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/9/2009,LAL @ ORL,ORL,28977,15423,72,95.14,28973,26,4,2,2,1,2,23,6,2874,3.5197593731,3.2958739024,5.7462031905,2008,24260,0.6374106046,0.3625893954,0
Jump Shot,Jump Shot,7,40800404,33.8503,69,194,-118.2008,11,1,1,20,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28979,13758,71,96.4,28978,26,4,1,5,5,1,23,680,40,3.5219478619,2.9957822723,5.4764635519,2008,24262,0.5254118053,0.4745881947,0
Driving Layup Shot,Layup,54,40800404,34.0443,0,0,-118.2698,6,1,1,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28982,13758,71,96.4,28980,12,5,1,2,6,5,23,363,357,3.5276626177,-6.907755279,3.8066624898,2008,24264,0.3236050288,0.6763949712,1
Jump Shot,Jump Shot,91,40800404,33.9153,-133,129,-118.4028,3,1,1,3,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28984,13758,71,96.4,28982,26,4,1,3,5,1,23,183,537,3.52386624,2.8904273119,5.1590552992,2008,24266,0.5513390718,0.4486609282,0
Jump Shot,Jump Shot,199,40800404,33.8683,-103,176,-118.3728,5,2,1,38,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28986,13758,71,96.4,28984,26,4,1,3,5,1,23,338,1102,3.5224794737,2.9957822723,5.3981627015,2008,24268,0.5392261651,0.4607738349,0
Jump Shot,Jump Shot,250,40800404,33.8653,-79,179,-118.3488,2,2,1,8,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28989,13758,71,96.4,28986,26,4,1,3,5,1,23,128,1312,3.5223908913,2.9444916094,5.4116460519,2008,24270,0.5651767254,0.4348232746,0
Jump Shot,Jump Shot,303,40800404,33.8033,-75,241,-118.3448,9,3,1,17,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28991,13758,71,96.4,28988,26,4,2,2,1,2,23,557,1603,3.5205584309,3.2189158241,5.6559918108,2008,24272,0.6010290789,0.3989709211,0
Layup Shot,Layup,323,40800404,34.0443,0,0,-118.2698,7,3,1,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28993,13758,71,96.4,28990,27,5,1,2,6,5,23,433,1727,3.5276626177,-6.907755279,3.8066624898,2008,24274,0.2931739455,0.7068260545,1
Jump Shot,Jump Shot,389,40800404,33.9073,220,137,-118.0498,0,3,1,51,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28995,13758,71,96.4,28992,26,4,2,5,1,2,23,51,2109,3.5236303304,3.2189158241,5.2040066871,2008,24276,0.5707056333,0.4292943667,0
Jump Bank Shot,Jump Shot,429,40800404,33.9833,-86,61,-118.3558,8,4,1,53,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,28997,13758,71,96.4,28994,24,4,1,4,5,3,23,533,2347,3.5258692275,2.302685088,4.6634390941,2008,24278,0.4688421038,0.5311578962,1
Jump Shot,Jump Shot,475,40800404,33.9993,-10,45,-118.2798,5,4,1,21,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,29000,13758,71,96.4,28996,26,4,1,2,3,5,23,321,2559,3.5263399362,1.3865443299,4.4998096703,2008,24280,0.4524122146,0.5475877854,1
Jump Shot,Jump Shot,491,40800404,33.7793,17,265,-118.2528,3,4,1,34,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,29003,13758,71,96.4,28998,26,4,2,2,1,2,23,214,2666,3.5198481888,3.2581349988,5.7365722975,2008,24282,0.6212635798,0.3787364202,0
Jump Shot,Jump Shot,550,40800404,33.9593,54,85,-118.2158,2,5,1,50,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,29007,13758,71,96.4,29000,26,4,1,6,3,3,23,170,3430,3.5251627487,2.302685088,4.8675344505,2008,24284,0.4830853316,0.5169146684,1
Jump Shot,Jump Shot,570,40800404,33.9533,-116,91,-118.3858,0,5,1,47,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/11/2009,LAL @ ORL,ORL,29009,13758,71,96.4,29002,26,4,1,4,5,3,23,47,3553,3.524986051,2.6391287556,4.9126548857,2008,24286,0.5073437159,0.4926562841,0
Jump Shot,Jump Shot,17,40800405,33.8843,94,160,-118.1758,9,1,1,57,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29011,15388,72,95.38,29010,26,4,1,5,5,1,23,597,123,3.5229517803,2.8904273119,5.3230099791,2008,24288,0.4881320549,0.5118679451,1
Jump Shot,Jump Shot,74,40800405,33.8363,140,208,-118.1298,3,1,1,49,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29014,15388,72,95.38,29012,26,4,2,5,1,2,23,229,491,3.5215341907,3.2189158241,5.5333894887,2008,24290,0.5752216488,0.4247783512,0
Driving Dunk Shot,Dunk,179,40800405,34.0443,0,0,-118.2698,7,2,1,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29016,15388,72,95.38,29014,5,2,1,2,6,5,23,474,966,3.5276626177,-6.907755279,3.8066624898,2008,24292,0.2985529271,0.7014470729,1
Jump Shot,Jump Shot,206,40800405,33.9123,-54,132,-118.3238,4,2,1,44,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29019,15388,72,95.38,29016,26,4,1,2,3,3,23,284,1156,3.5237777804,2.6391287556,5.1761497326,2008,24294,0.4869039719,0.5130960281,1
Jump Shot,Jump Shot,284,40800405,33.8743,13,170,-118.2568,9,3,1,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29021,15388,72,95.38,29018,26,4,1,2,5,1,23,541,1619,3.5226566148,2.8332721659,5.3706380281,2008,24296,0.5229841043,0.4770158957,0
Jump Shot,Jump Shot,358,40800405,33.9263,91,118,-118.1788,2,3,1,18,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29023,15388,72,95.38,29020,26,4,1,6,5,3,23,138,2022,3.5241905248,2.6391287556,5.0937502008,2008,24298,0.4998265822,0.5001734178,1
Reverse Layup Shot,Layup,406,40800405,34.0443,0,0,-118.2698,9,4,1,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29025,15388,72,95.38,29022,34,5,1,2,6,5,23,596,2284,3.5276626177,-6.907755279,3.8066624898,2008,24300,0.2508442208,0.7491557792,1
Jump Shot,Jump Shot,434,40800405,33.9073,105,137,-118.1648,6,4,1,23,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29028,15388,72,95.38,29024,26,4,1,5,5,1,23,383,2497,3.5236303304,2.8332721659,5.2040066871,2008,24302,0.5098293099,0.4901706901,0
Running Bank shot,Bank Shot,474,40800405,33.9883,-71,56,-118.3408,2,4,1,38,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,6/14/2009,LAL @ ORL,ORL,29031,15388,72,95.38,29026,36,1,1,4,3,3,23,158,2722,3.5260163477,2.1973356823,4.6151205168,2008,24304,0.4655071245,0.5344928755,1
Jump Shot,Jump Shot,45,40900141,33.9483,-51,96,-118.3208,6,1,1,4,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/18/2010,LAL vs. OKC,OKC,29034,12949,69,92.49,29033,26,4,1,2,3,3,22,364,356,3.5248387791,2.302685088,4.9487598904,2009,24306,0.5184667369,0.4815332631,0
Jump Shot,Jump Shot,85,40900141,34.0143,176,30,-118.0938,0,1,1,59,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/18/2010,LAL vs. OKC,OKC,29036,12949,69,92.49,29035,26,4,1,6,5,1,22,59,661,3.5267810244,2.8332721659,4.3174881135,2009,24308,0.5441291828,0.4558708172,0
Jump Shot,Jump Shot,121,40900141,33.8613,-86,183,-118.3558,9,2,1,21,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/18/2010,LAL vs. OKC,OKC,29038,12949,69,92.49,29037,26,4,1,3,5,1,22,561,879,3.5222727694,2.9957822723,5.429345629,2009,24310,0.5557098352,0.4442901648,0
Jump Shot,Jump Shot,234,40900141,33.8443,110,200,-118.1598,0,2,1,39,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/18/2010,LAL vs. OKC,OKC,29041,12949,69,92.49,29039,26,4,1,5,5,1,22,39,1401,3.5217705952,3.0910879069,5.5012582105,2009,24312,0.5801642898,0.4198357102,0
Turnaround Fadeaway,Jump Shot,297,40900141,33.9363,-139,108,-118.4088,6,3,1,2,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/18/2010,LAL vs. OKC,OKC,29044,12949,69,92.49,29041,52,4,1,3,5,1,22,362,1798,3.524485238,2.8332721659,5.0304379214,2009,24314,0.5108970319,0.4891029681,0
