"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Jump Bank Shot","Jump Shot",237,21501153,34.0313,-96,13,-118.3658,1,2,0,"2015",9,9,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22754,13349,69,94.86,22766,24,4,1,4,5,3,3,69,1371,3.52728068936999,2.19733568227495,4.02535169073515
"Pullup Jump shot","Jump Shot",252,21501153,33.8953,-97,149,-118.3668,11,3,0,"2015",39,17,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22756,13349,69,94.86,22767,29,4,1,3,5,1,3,699,1461,3.52327636170672,2.83327216585559,5.25749537202778
"Turnaround Hook Shot","Hook Shot",265,21501153,34.0133,6,31,-118.2638,10,3,0,"2015",6,3,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22758,13349,69,94.86,22768,54,3,1,2,6,5,3,606,1554,3.52675162459718,1.09894556645823,4.30406509320417
"Jump Bank Shot","Jump Shot",447,21501153,34.0133,0,31,-118.2698,6,4,0,"2015",47,3,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22767,13349,69,94.86,22769,24,4,1,2,6,5,3,407,2473,3.52675162459718,1.09894556645823,4.30406509320417
"Fadeaway Jump Shot","Jump Shot",498,21501153,34.0603,-209,-16,-118.4788,2,4,0,"2015",26,20,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22768,13349,69,94.86,22770,17,4,1,4,5,1,3,146,2734,3.52813248318166,2.99578227230403,3.29583686600433
"Floating Jump shot","Jump Shot",513,21501153,33.9793,0,65,-118.2698,0,4,0,"2015",56,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/3/2016","LAL vs. BOS","BOS",22769,13349,69,94.86,22771,20,4,1,2,3,5,3,56,2824,3.52575151567845,1.79192612200738,4.68213122712422
"Jump Shot","Jump Shot",50,21501164,34.0113,42,33,-118.2278,6,1,0,"2015",52,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/5/2016","LAL @ LAC","LAC",22776,15670,71,95.96,22781,26,4,1,2,3,5,13,412,308,3.52669282234033,1.60963789243677,4.33073334028633
"Jump Shot","Jump Shot",218,21501164,33.8073,120,237,-118.1498,5,2,0,"2015",32,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/5/2016","LAL @ LAC","LAC",22778,15670,71,95.96,22782,26,4,2,5,1,2,13,332,1108,3.5206767555008,3.25813499882032,5.63478960316925
"Pullup Jump shot","Jump Shot",247,21501164,33.9153,-4,129,-118.2738,2,2,0,"2015",20,12,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","4/5/2016","LAL @ LAC","LAC",22780,15670,71,95.96,22783,29,4,1,2,3,3,13,140,1300,3.52386624000244,2.4849899796493,5.14749447681345
"Driving Floating Jump Shot","Jump Shot",48,21501172,33.9983,61,46,-118.2088,6,1,0,"2015",27,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/6/2016","LAL vs. LAC","LAC",22789,13173,71,91.4,22800,9,4,1,2,3,5,13,387,333,3.52631052336612,1.94605299599506,4.48863636973214
"Turnaround Fadeaway shot","Jump Shot",287,21501172,34.0453,82,-1,-118.1878,7,3,0,"2015",48,8,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","4/6/2016","LAL vs. LAC","LAC",22797,13173,71,91.4,22801,52,4,1,6,5,3,13,468,1692,3.52769199076275,2.07956653386799,3.73766961828337
"Pullup Jump shot","Jump Shot",310,21501172,33.8753,81,169,-118.1888,4,3,0,"2015",55,18,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/6/2016","LAL vs. LAC","LAC",22799,13173,71,91.4,22802,29,4,1,5,5,1,13,295,1865,3.52268613524921,2.89042731190857,5.35658627467201
"Jump Shot","Jump Shot",302,21501184,33.8543,-186,190,-118.4558,11,3,0,"2015",42,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/8/2016","LAL @ NOP","NOP",22814,15816,68,93.75,22817,26,4,2,3,1,2,20,702,1458,3.52206602230973,3.25813499882032,5.4510384535657
"Jump Shot","Jump Shot",20,21501195,34.0283,-230,16,-118.4998,9,1,0,"2015",45,23,NA,"3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","4/10/2016","LAL @ HOU","HOU",22818,14387,67,96.39,22837,26,4,2,4,4,2,11,585,135,3.52719253134373,3.13553769324487,4.07753744390572
"Turnaround Jump Shot","Jump Shot",33,21501195,34.0503,132,-6,-118.1378,7,1,0,"2015",59,13,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","4/10/2016","LAL @ HOU","HOU",22821,14387,67,96.39,22838,55,4,1,6,5,3,11,479,241,3.5278388431294,2.56502627758003,3.61091791264422
"Turnaround Fadeaway shot","Jump Shot",52,21501195,34.0183,99,26,-118.1708,5,1,0,"2015",36,10,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","4/10/2016","LAL @ HOU","HOU",22823,14387,67,96.39,22839,52,4,1,6,5,3,11,336,384,3.52689861511362,2.30268508799438,4.23410650459726
"Jump Shot","Jump Shot",22,21501209,33.8263,-176,218,-118.4458,10,1,0,"2015",11,28,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/11/2016","LAL @ OKC","OKC",22841,15040,70,94.52,22849,26,4,2,3,1,2,22,611,109,3.52123860642992,3.33224022382318,5.56452040732269
"Pullup Jump shot","Jump Shot",93,21501209,33.8643,-155,180,-118.4248,3,1,0,"2015",35,23,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/11/2016","LAL @ OKC","OKC",22847,15040,70,94.52,22850,29,4,2,3,1,2,22,215,505,3.52236136214466,3.13553769324487,5.40717177146012
"Turnaround Fadeaway shot","Jump Shot",123,21501209,34.0313,-151,13,-118.4208,1,1,0,"2015",34,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","4/11/2016","LAL @ OKC","OKC",22848,15040,70,94.52,22851,52,4,1,4,5,3,22,94,626,3.52728068936999,2.70811686554675,4.02535169073515
"Jump Shot","Jump Shot",90,21501228,33.8253,122,219,-118.1478,2,1,0,"2015",28,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22862,12905,72,92.82,22895,26,4,2,5,1,2,31,148,572,3.52120904319712,3.21891582406822,5.5683445037611
"Driving Layup Shot","Layup",274,21501228,34.0443,-4,0,-118.2738,9,3,0,"2015",40,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22875,12905,72,92.82,22896,12,5,1,2,6,5,31,580,1580,3.52766261770137,-6.90775527898214,3.76120011569356
"Pullup Jump shot","Jump Shot",283,21501228,33.9293,-40,115,-118.3098,8,3,0,"2015",41,12,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22877,12905,72,92.82,22897,29,4,1,2,3,3,31,521,1639,3.52427894787304,2.4849899796493,5.06259503302697
"Jump Shot","Jump Shot",386,21501228,33.9133,110,131,-118.1598,10,4,0,"2015",22,17,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22887,12905,72,92.82,22898,26,4,1,5,5,1,31,622,2258,3.52380726782844,2.83327216585559,5.15905529921453
"Jump Shot","Jump Shot",424,21501228,33.9933,-1,51,-118.2708,6,4,0,"2015",44,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22892,12905,72,92.82,22899,26,4,1,2,3,5,31,404,2476,3.52616344637399,1.60963789243677,4.54329478227
"Pullup Jump shot","Jump Shot",479,21501228,33.9153,69,129,-118.2008,1,4,0,"2015",27,14,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22899,12905,72,92.82,22900,29,4,1,2,3,3,31,87,2793,3.52386624000244,2.63912875563579,5.14749447681345
"Pullup Jump shot","Jump Shot",488,21501228,33.8563,58,188,-118.2118,0,4,0,"2015",31,19,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","4/13/2016","LAL vs. UTA","UTA",22901,12905,72,92.82,22901,29,4,1,2,5,1,31,31,2849,3.52212509725518,2.94449160936039,5.44241771052179
"Jump Shot","Jump Shot",157,29600057,33.8673,75,177,-118.1948,7,2,0,"1996",18,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/8/1996","LAL @ TOR","TOR",22907,14088,68,96,22913,26,4,1,5,5,1,30,438,1002,3.52244994708882,2.94449160936039,5.39362754635236
"Layup Shot","Layup",321,29600057,34.0443,0,0,-118.2698,3,3,0,"1996",25,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/8/1996","LAL @ TOR","TOR",22909,14088,68,96,22914,27,5,1,2,6,5,30,205,1955,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",151,29600126,33.8803,179,164,-118.0908,7,2,0,"1996",0,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/17/1996","LAL @ PHX","PHX",22926,16976,68,98.37,22931,26,4,2,5,1,2,25,420,1020,3.52283372452623,3.17809549614658,5.33271879326537
"Jump Shot","Jump Shot",156,29600126,34.0143,-226,30,-118.4958,6,2,0,"1996",11,22,NA,"3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","11/17/1996","LAL @ PHX","PHX",22927,16976,68,98.37,22932,26,4,2,4,4,2,25,371,1069,3.52678102442902,3.09108790687074,4.29045944114839
"Jump Shot","Jump Shot",193,29600126,33.8213,-27,223,-118.2968,1,2,0,"1996",38,22,NA,"3PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/17/1996","LAL @ PHX","PHX",22930,16976,68,98.37,22933,26,4,2,2,5,1,25,98,1342,3.5210907815253,3.09108790687074,5.5834963087817
"Jump Shot","Jump Shot",162,29600136,33.8693,97,175,-118.1728,2,2,0,"1996",51,20,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","11/19/1996","LAL @ GSW","GSW",22934,14456,68,97.42,22935,26,4,1,5,5,1,10,171,1269,3.52250899935895,2.99578227230403,5.38449506278909
"Jump Shot","Jump Shot",150,29600144,33.8393,-151,205,-118.4208,8,2,0,"1996",28,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/20/1996","LAL vs. UTA","UTA",22937,17195,72,96.22,22939,26,4,2,3,1,2,31,508,932,3.52162284894488,3.21891582406822,5.51342874616498
"Driving Layup Shot","Layup",458,29600144,34.0443,0,0,-118.2698,1,4,0,"1996",53,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/20/1996","LAL vs. UTA","UTA",22939,17195,72,96.22,22940,12,5,1,2,6,5,31,113,2767,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",427,29600179,33.8453,131,199,-118.1388,6,4,0,"1996",7,23,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","11/26/1996","LAL @ PHI","PHI",22949,14798,68,95.16,22950,26,4,2,5,1,2,24,367,2513,3.52180014185983,3.13553769324487,5.48893772615669
"Layup Shot","Layup",160,29600187,34.0443,0,0,-118.2698,6,2,0,"1996",51,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","11/27/1996","LAL @ BOS","BOS",22951,12431,69,93.31,22956,27,5,1,2,6,5,3,411,1029,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",336,29600187,34.0423,233,2,-118.0368,0,3,0,"1996",9,23,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","11/27/1996","LAL @ BOS","BOS",22955,12431,69,93.31,22957,26,4,2,6,7,2,3,9,2151,3.52760386899016,3.13553769324487,3.80666248977032
"Dunk Shot","Dunk",404,29600240,34.0443,0,0,-118.2698,5,4,0,"1996",24,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/4/1996","LAL @ UTA","UTA",22965,12343,68,94.4,22965,15,2,1,2,6,5,31,324,2556,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",440,29600240,34.0443,0,0,-118.2698,2,4,0,"1996",13,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/4/1996","LAL @ UTA","UTA",22966,12343,68,94.4,22966,12,5,1,2,6,5,31,133,2747,3.52766261770137,-6.90775527898214,3.76120011569356
"Slam Dunk Shot","Dunk",207,29600270,34.0443,0,0,-118.2698,0,2,0,"1996",40,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/8/1996","LAL vs. MIN","MIN",22968,14359,69,93.13,22974,47,2,1,2,6,5,17,40,1400,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",385,29600270,34.0443,0,0,-118.2698,5,4,0,"1996",45,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/8/1996","LAL vs. MIN","MIN",22972,14359,69,93.13,22975,27,5,1,2,6,5,17,345,2535,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",412,29600270,34.0443,0,0,-118.2698,3,4,0,"1996",37,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/8/1996","LAL vs. MIN","MIN",22975,14359,69,93.13,22976,27,5,1,2,6,5,17,217,2663,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",172,29600330,33.9383,-153,106,-118.4228,2,2,0,"1996",56,18,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/17/1996","LAL @ CHI","CHI",22981,14022,71,94.11,22982,26,4,1,4,5,1,5,176,1264,3.52454417016034,2.89042731190857,5.00394630594546
"Jump Shot","Jump Shot",215,29600439,33.8323,-116,212,-118.3858,4,2,0,"1996",4,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/3/1997","LAL vs. SAC","SAC",22994,15473,72,97.29,22999,26,4,2,3,1,2,27,244,1196,3.5214159674754,3.17809549614658,5.54126354515843
"Driving Layup Shot","Layup",354,29600439,34.0443,0,0,-118.2698,2,3,0,"1996",18,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/3/1997","LAL vs. SAC","SAC",22996,15473,72,97.29,23000,12,5,1,2,6,5,27,138,2022,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",113,29600457,34.0443,0,0,-118.2698,0,1,0,"1996",6,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/6/1997","LAL @ POR","POR",23011,13555,68,91.64,23018,12,5,1,2,6,5,26,6,714,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",357,29600474,34.0443,0,0,-118.2698,9,4,0,"1996",50,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/8/1997","LAL vs. CHH","CHA",23028,15351,67,92.21,23030,27,5,1,2,6,5,4,590,2290,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",400,29600474,33.9493,-211,95,-118.4808,5,4,0,"1996",23,23,NA,"3PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/8/1997","LAL vs. CHH","CHA",23031,15351,67,92.21,23031,26,4,2,4,5,1,4,323,2557,3.52486823523544,3.13553769324487,4.92725368515721
"Jump Shot","Jump Shot",534,29600488,33.8713,-174,173,-118.4438,0,4,0,"1996",8,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/10/1997","LAL vs. MIA","MIA",23035,16567,70,99.01,23034,26,4,2,3,1,2,15,8,2872,3.52256804814212,3.17809549614658,5.37527840768417
"Layup Shot","Layup",121,29600513,34.0443,0,0,-118.2698,10,2,0,"1996",36,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/14/1997","LAL vs. VAN","VAN",23038,14076,68,94.5,23040,27,5,1,2,6,5,32,636,804,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",109,29600545,34.0443,0,0,-118.2698,0,1,0,"1996",28,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/18/1997","LAL vs. DET","DET",23042,15781,73,97.47,23050,27,5,1,2,6,5,9,28,692,3.52766261770137,-6.90775527898214,3.76120011569356
"Running Jump Shot","Jump Shot",341,29600545,33.9623,-5,82,-118.2748,8,4,0,"1996",49,8,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","1/18/1997","LAL vs. DET","DET",23049,15781,73,97.47,23051,41,4,1,2,3,3,9,529,2351,3.52525108588713,2.07956653386799,4.8283137373023
"Slam Dunk Shot","Dunk",361,29600545,34.0443,0,0,-118.2698,6,4,0,"1996",48,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/18/1997","LAL vs. DET","DET",23051,15781,73,97.47,23052,47,2,1,2,6,5,9,408,2472,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",498,29600545,33.7953,-109,249,-118.3788,4,6,0,"1996",14,27,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/18/1997","LAL vs. DET","DET",23053,15781,73,97.47,23053,26,4,2,3,1,2,9,254,4066,3.52032173956573,3.29587390235551,5.67675380226828
"Driving Layup Shot","Layup",165,29600559,34.0443,0,0,-118.2698,9,2,0,"1996",18,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/20/1997","LAL vs. DAL","DAL",23057,14433,68,95.27,23059,12,5,1,2,6,5,7,558,882,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",183,29600559,34.0443,0,0,-118.2698,7,2,0,"1996",27,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/20/1997","LAL vs. DAL","DAL",23058,14433,68,95.27,23060,27,5,1,2,6,5,7,447,993,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",152,29600590,33.8453,123,199,-118.1468,9,2,0,"1996",17,23,NA,"3PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/24/1997","LAL vs. GSW","GSW",23063,14560,72,88.92,23066,26,4,2,5,5,1,10,557,883,3.52180014185983,3.13553769324487,5.48893772615669
"Jump Shot","Jump Shot",258,29600590,33.8733,-168,171,-118.4378,11,3,0,"1996",11,23,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/24/1997","LAL vs. GSW","GSW",23064,14560,72,88.92,23067,26,4,2,3,1,2,10,671,1489,3.52262709343874,3.13553769324487,5.36597601502185
"Jump Shot","Jump Shot",493,29600590,33.9363,-49,108,-118.3188,1,4,0,"1996",59,11,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","1/24/1997","LAL vs. GSW","GSW",23067,14560,72,88.92,23068,26,4,1,2,3,3,10,119,2761,3.52448523795298,2.3979861777573,5.01727983681492
"Jump Shot","Jump Shot",161,29600603,33.9193,136,125,-118.1338,8,2,0,"1996",15,18,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/26/1997","LAL @ SEA","SEA",23071,14491,66,90.61,23073,26,4,1,5,5,1,29,495,945,3.52398417391831,2.89042731190857,5.12396397940326
"Layup Shot","Layup",501,29600603,34.0443,0,0,-118.2698,0,4,0,"1996",2,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/26/1997","LAL @ SEA","SEA",23075,14491,66,90.61,23074,27,5,1,2,6,5,29,2,2878,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",24,29600613,34.0443,0,0,-118.2698,8,1,0,"1996",46,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/28/1997","LAL @ DAL","DAL",23077,14806,69,93.91,23085,12,5,1,2,6,5,7,526,194,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",205,29600623,33.9773,-229,67,-118.4988,2,2,0,"1996",23,23,NA,"3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","1/29/1997","LAL @ SAS","SAS",23090,15379,72,96.89,23095,26,4,2,4,4,2,28,143,1297,3.52569265458179,3.13553769324487,4.70048036579242
"Layup Shot","Layup",279,29600623,34.0443,0,0,-118.2698,7,3,0,"1996",22,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/29/1997","LAL @ SAS","SAS",23094,15379,72,96.89,23096,27,5,1,2,6,5,28,442,1718,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",416,29600623,33.8733,-155,171,-118.4248,3,4,0,"1996",7,23,NA,"3PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/29/1997","LAL @ SAS","SAS",23097,15379,72,96.89,23097,26,4,2,3,5,1,28,187,2693,3.52262709343874,3.13553769324487,5.36597601502185
"Jump Shot","Jump Shot",236,29600654,34.0533,-120,-9,-118.3898,2,2,0,"1996",3,12,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/2/1997","LAL vs. WAS","WAS",23103,14342,67,95.87,23105,26,4,1,4,5,3,33,123,1317,3.527926944199,2.4849899796493,3.52636052461616
"Driving Layup Shot","Layup",467,29600654,34.0443,0,0,-118.2698,0,4,0,"1996",34,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/2/1997","LAL vs. WAS","WAS",23107,14342,67,95.87,23106,12,5,1,2,6,5,33,34,2846,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",418,29600665,33.8693,-170,175,-118.4398,3,4,0,"1996",16,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/4/1997","LAL @ LAC","LAC",23117,14905,69,94.93,23116,26,4,2,3,1,2,13,196,2684,3.52250899935895,3.17809549614658,5.38449506278909
"Jump Shot","Jump Shot",322,29600673,33.8653,-47,179,-118.3168,11,4,0,"1996",27,18,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/5/1997","LAL vs. CHI","CHI",23122,14697,72,96.62,23122,26,4,1,2,5,1,5,687,2193,3.52239089133131,2.89042731190857,5.40267738187228
